;time;vin;i(v1);l0;
;1,50858693e+00;-2,69635549e-01;1,92357514e-05;1,40174173e+04;
;1,51058693e+00;-3,32353034e-01;2,37100054e-05;1,40174173e+04;
;1,51258693e+00;-3,95018036e-01;2,81805153e-05;1,40174173e+04;
;1,51458693e+00;-4,57620660e-01;3,26465751e-05;1,40174173e+04;
;1,51658693e+00;-5,20151020e-01;3,71074798e-05;1,40174173e+04;
;1,51858693e+00;-5,82599242e-01;4,15625247e-05;1,40174173e+04;
;1,52058693e+00;-6,44955466e-01;4,60110064e-05;1,40174173e+04;
;1,52258693e+00;-7,07209843e-01;5,04522224e-05;1,40174173e+04;
;1,52458693e+00;-7,69352544e-01;5,48854715e-05;1,40174173e+04;
;1,52658693e+00;-8,31373755e-01;5,93100535e-05;1,40174172e+04;
;1,52858693e+00;-8,93263682e-01;6,37252697e-05;1,40174172e+04;
;1,53058693e+00;-9,55012553e-01;6,81304230e-05;1,40174172e+04;
;1,53258693e+00;-1,01661062e+00;7,25248178e-05;1,40174172e+04;
;1,53458693e+00;-1,07804815e+00;7,69077600e-05;1,40174172e+04;
;1,53658693e+00;-1,13931544e+00;8,12785576e-05;1,40174172e+04;
;1,53858693e+00;-1,20040282e+00;8,56365203e-05;1,40174172e+04;
;1,54058693e+00;-1,26130064e+00;8,99809601e-05;1,40174172e+04;
;1,54258693e+00;-1,32199929e+00;9,43111908e-05;1,40174172e+04;
;1,54458693e+00;-1,38248918e+00;9,86265288e-05;1,40174172e+04;
;1,54658693e+00;-1,44276076e+00;1,02926292e-04;1,40174172e+04;
;1,54858693e+00;-1,50280451e+00;1,07209803e-04;1,40174172e+04;
;1,55058693e+00;-1,56261095e+00;1,11476384e-04;1,40174172e+04;
;1,55258693e+00;-1,62217064e+00;1,15725361e-04;1,40174172e+04;
;1,55458693e+00;-1,68147417e+00;1,19956064e-04;1,40174172e+04;
;1,55658693e+00;-1,74051217e+00;1,24167824e-04;1,40174172e+04;
;1,55858693e+00;-1,79927533e+00;1,28359977e-04;1,40174172e+04;
;1,56058693e+00;-1,85775435e+00;1,32531861e-04;1,40174172e+04;
;1,56258693e+00;-1,91594002e+00;1,36682816e-04;1,40174172e+04;
;1,56458693e+00;-1,97382314e+00;1,40812187e-04;1,40174172e+04;
;1,56658693e+00;-2,03139457e+00;1,44919323e-04;1,40174172e+04;
;1,56858693e+00;-2,08864522e+00;1,49003574e-04;1,40174172e+04;
;1,57058693e+00;-2,14556605e+00;1,53064295e-04;1,40174172e+04;
;1,57258693e+00;-2,20214807e+00;1,57100846e-04;1,40174171e+04;
;1,57458693e+00;-2,25838234e+00;1,61112589e-04;1,40174171e+04;
;1,57658693e+00;-2,31425999e+00;1,65098891e-04;1,40174171e+04;
;1,57858693e+00;-2,36977219e+00;1,69059121e-04;1,40174171e+04;
;1,58058693e+00;-2,42491017e+00;1,72992655e-04;1,40174171e+04;
;1,58258693e+00;-2,47966524e+00;1,76898872e-04;1,40174171e+04;
;1,58458693e+00;-2,53402873e+00;1,80777154e-04;1,40174171e+04;
;1,58658693e+00;-2,58799207e+00;1,84626889e-04;1,40174171e+04;
;1,58858693e+00;-2,64154674e+00;1,88447470e-04;1,40174171e+04;
;1,59058693e+00;-2,69468428e+00;1,92238293e-04;1,40174171e+04;
;1,59258693e+00;-2,74739630e+00;1,95998758e-04;1,40174170e+04;
;1,59458693e+00;-2,79967447e+00;1,99728274e-04;1,40174170e+04;
;1,59658693e+00;-2,85151054e+00;2,03426250e-04;1,40174170e+04;
;1,59858693e+00;-2,90289632e+00;2,07092103e-04;1,40174170e+04;
;1,60058693e+00;-2,95382371e+00;2,10725254e-04;1,40174170e+04;
;1,60258693e+00;-3,00428465e+00;2,14325128e-04;1,40174170e+04;
;1,60458693e+00;-3,05427117e+00;2,17891158e-04;1,40174170e+04;
;1,60658693e+00;-3,10377540e+00;2,21422781e-04;1,40174170e+04;
;1,60858693e+00;-3,15278950e+00;2,24919438e-04;1,40174169e+04;
;1,61058693e+00;-3,20130574e+00;2,28380578e-04;1,40174169e+04;
;1,61258693e+00;-3,24931645e+00;2,31805654e-04;1,40174169e+04;
;1,61458693e+00;-3,29681406e+00;2,35194125e-04;1,40174169e+04;
;1,61658693e+00;-3,34379107e+00;2,38545457e-04;1,40174169e+04;
;1,61858693e+00;-3,39024005e+00;2,41859119e-04;1,40174169e+04;
;1,62058693e+00;-3,43615368e+00;2,45134589e-04;1,40174169e+04;
;1,62258693e+00;-3,48152469e+00;2,48371349e-04;1,40174169e+04;
;1,62458693e+00;-3,52634593e+00;2,51568889e-04;1,40174168e+04;
;1,62658693e+00;-3,57061033e+00;2,54726703e-04;1,40174168e+04;
;1,62858693e+00;-3,61431088e+00;2,57844293e-04;1,40174168e+04;
;1,63058693e+00;-3,65744069e+00;2,60921167e-04;1,40174168e+04;
;1,63258693e+00;-3,69999294e+00;2,63956838e-04;1,40174167e+04;
;1,63458693e+00;-3,74196093e+00;2,66950826e-04;1,40174167e+04;
;1,63658693e+00;-3,78333802e+00;2,69902661e-04;1,40174167e+04;
;1,63858693e+00;-3,82411767e+00;2,72811874e-04;1,40174167e+04;
;1,64058693e+00;-3,86429345e+00;2,75678007e-04;1,40174167e+04;
;1,64258693e+00;-3,90385901e+00;2,78500607e-04;1,40174167e+04;
;1,64458693e+00;-3,94280811e+00;2,81279229e-04;1,40174167e+04;
;1,64658693e+00;-3,98113460e+00;2,84013435e-04;1,40174167e+04;
;1,64858693e+00;-4,01883241e+00;2,86702791e-04;1,40174166e+04;
;1,65058693e+00;-4,05589561e+00;2,89346873e-04;1,40174166e+04;
;1,65258693e+00;-4,09231834e+00;2,91945264e-04;1,40174166e+04;
;1,65458693e+00;-4,12809484e+00;2,94497554e-04;1,40174166e+04;
;1,65658693e+00;-4,16321946e+00;2,97003338e-04;1,40174166e+04;
;1,65858693e+00;-4,19768667e+00;2,99462223e-04;1,40174166e+04;
;1,66058693e+00;-4,23149101e+00;3,01873819e-04;1,40174165e+04;
;1,66258693e+00;-4,26462715e+00;3,04237746e-04;1,40174165e+04;
;1,66458693e+00;-4,29708985e+00;3,06553630e-04;1,40174165e+04;
;1,66658693e+00;-4,32887400e+00;3,08821106e-04;1,40174165e+04;
;1,66858693e+00;-4,35997457e+00;3,11039816e-04;1,40174164e+04;
;1,67058693e+00;-4,39038664e+00;3,13209408e-04;1,40174164e+04;
;1,67258693e+00;-4,42010542e+00;3,15329541e-04;1,40174164e+04;
;1,67458693e+00;-4,44912622e+00;3,17399880e-04;1,40174164e+04;
;1,67658693e+00;-4,47744445e+00;3,19420098e-04;1,40174164e+04;
;1,67858693e+00;-4,50505564e+00;3,21389875e-04;1,40174164e+04;
;1,68058693e+00;-4,53195542e+00;3,23308902e-04;1,40174163e+04;
;1,68258693e+00;-4,55813956e+00;3,25176874e-04;1,40174163e+04;
;1,68458693e+00;-4,58360392e+00;3,26993497e-04;1,40174163e+04;
;1,68483693e+00;-4,58673615e+00;3,27216950e-04;1,40174163e+04;
;1,68533693e+00;-4,59296666e+00;3,27661434e-04;1,40174163e+04;
;1,68546193e+00;-4,59451721e+00;3,27772050e-04;1,40174163e+04;
;1,68571193e+00;-4,59760979e+00;3,27992674e-04;1,40174163e+04;
;1,68577443e+00;-4,59838117e+00;3,28047704e-04;1,40174163e+04;
;1,68589943e+00;-4,59992179e+00;3,28157612e-04;1,40174163e+04;
;1,68590334e+00;-4,59996989e+00;3,28161043e-04;1,40174163e+04;
;1,68591115e+00;-4,60006608e+00;4,02238463e-04;1,14361667e+04;
;1,68591255e+00;-4,60008334e+00;4,48028345e-04;1,02673937e+04;
;1,68591536e+00;-4,60011787e+00;6,17826717e-04;7,44564419e+03;
;1,68591606e+00;-4,60012650e+00;7,01385049e-04;6,55863215e+03;
;1,68591746e+00;-4,60014377e+00;9,86401280e-04;4,66356227e+03;
;1,68591781e+00;-4,60014808e+00;1,10996646e-03;4,14440281e+03;
;1,68591851e+00;-4,60015672e+00;1,49558561e-03;3,07582307e+03;
;1,68591869e+00;-4,60015887e+00;1,64448181e-03;2,79733035e+03;
;1,68591904e+00;-4,60016319e+00;2,06028522e-03;2,23277978e+03;
;1,68591974e+00;-4,60017182e+00;4,34680480e-03;1,05828811e+03;
;1,68592037e+00;-4,60017952e+00;8,83445813e-03;5,20708736e+02;
;1,68592096e+00;-4,60018689e+00;8,83447227e-03;5,20708736e+02;
;1,68592132e+00;-4,60019126e+00;8,83448066e-03;5,20708736e+02;
;1,68592185e+00;-4,60019774e+00;8,83449311e-03;5,20708736e+02;
;1,68592290e+00;-4,60021070e+00;8,83451800e-03;5,20708736e+02;
;1,68592500e+00;-4,60023662e+00;8,83456778e-03;5,20708736e+02;
;1,68592922e+00;-4,60028846e+00;8,83466733e-03;5,20708736e+02;
;1,68593764e+00;-4,60039213e+00;8,83486642e-03;5,20708736e+02;
;1,68595448e+00;-4,60059942e+00;8,83526452e-03;5,20708736e+02;
;1,68598818e+00;-4,60101386e+00;8,83606043e-03;5,20708736e+02;
;1,68605556e+00;-4,60184211e+00;8,83765106e-03;5,20708736e+02;
;1,68619033e+00;-4,60349615e+00;8,84082757e-03;5,20708736e+02;
;1,68645987e+00;-4,60679431e+00;8,84716157e-03;5,20708736e+02;
;1,68699895e+00;-4,61335100e+00;8,85975341e-03;5,20708736e+02;
;1,68807711e+00;-4,62630551e+00;8,88463203e-03;5,20708736e+02;
;1,69007711e+00;-4,64977367e+00;8,92970167e-03;5,20708736e+02;
;1,69207711e+00;-4,67250758e+00;8,97336122e-03;5,20708736e+02;
;1,69407711e+00;-4,69450364e+00;9,01560376e-03;5,20708736e+02;
;1,69607711e+00;-4,71575839e+00;9,05642264e-03;5,20708736e+02;
;1,69807711e+00;-4,73626846e+00;9,09581141e-03;5,20708736e+02;
;1,70007711e+00;-4,75603062e+00;9,13376384e-03;5,20708736e+02;
;1,70207711e+00;-4,77504175e+00;9,17027394e-03;5,20708736e+02;
;1,70407711e+00;-4,79329885e+00;9,20533595e-03;5,20708736e+02;
;1,70607711e+00;-4,81079902e+00;9,23894433e-03;5,20708736e+02;
;1,70807711e+00;-4,82753952e+00;9,27109377e-03;5,20708736e+02;
;1,71007711e+00;-4,84351769e+00;9,30177921e-03;5,20708736e+02;
;1,71207711e+00;-4,85873102e+00;9,33099578e-03;5,20708736e+02;
;1,71407711e+00;-4,87317709e+00;9,35873888e-03;5,20708736e+02;
;1,71607711e+00;-4,88685363e+00;9,38500413e-03;5,20708736e+02;
;1,71807711e+00;-4,89975849e+00;9,40978737e-03;5,20708736e+02;
;1,72007711e+00;-4,91188961e+00;9,43308470e-03;5,20708736e+02;
;1,72207711e+00;-4,92324509e+00;9,45489244e-03;5,20708736e+02;
;1,72407711e+00;-4,93382313e+00;9,47520714e-03;5,20708736e+02;
;1,72607711e+00;-4,94362207e+00;9,49402560e-03;5,20708736e+02;
;1,72807711e+00;-4,95264035e+00;9,51134484e-03;5,20708736e+02;
;1,73007711e+00;-4,96087655e+00;9,52716212e-03;5,20708736e+02;
;1,73207711e+00;-4,96832937e+00;9,54147496e-03;5,20708736e+02;
;1,73407711e+00;-4,97499763e+00;9,55428109e-03;5,20708736e+02;
;1,73607711e+00;-4,98088028e+00;9,56557849e-03;5,20708736e+02;
;1,73807711e+00;-4,98597640e+00;9,57536537e-03;5,20708736e+02;
;1,74007711e+00;-4,99028517e+00;9,58364019e-03;5,20708736e+02;
;1,74207711e+00;-4,99380591e+00;9,59040164e-03;5,20708736e+02;
;1,74407711e+00;-4,99653808e+00;9,59564866e-03;5,20708736e+02;
;1,74607711e+00;-4,99848124e+00;9,59938041e-03;5,20708736e+02;
;1,74807711e+00;-4,99963508e+00;9,60159631e-03;5,20708736e+02;
;1,75007711e+00;-4,99999941e+00;9,60229600e-03;5,20708736e+02;
;1,75207711e+00;-4,99957419e+00;9,60147938e-03;5,20708736e+02;
;1,75407711e+00;-4,99835948e+00;9,59914658e-03;5,20708736e+02;
;1,75607711e+00;-4,99635547e+00;9,59529796e-03;5,20708736e+02;
;1,75807711e+00;-4,99356248e+00;9,58993413e-03;5,20708736e+02;
;1,76007711e+00;-4,98998095e+00;9,58305594e-03;5,20708736e+02;
;1,76207711e+00;-4,98561144e+00;9,57466448e-03;5,20708736e+02;
;1,76407711e+00;-4,98045464e+00;9,56476106e-03;5,20708736e+02;
;1,76607711e+00;-4,97451137e+00;9,55334726e-03;5,20708736e+02;
;1,76807711e+00;-4,96778257e+00;9,54042487e-03;5,20708736e+02;
;1,77007711e+00;-4,96026930e+00;9,52599594e-03;5,20708736e+02;
;1,77207711e+00;-4,95197275e+00;9,51006274e-03;5,20708736e+02;
;1,77407711e+00;-4,94289422e+00;9,49262780e-03;5,20708736e+02;
;1,77607711e+00;-4,93303515e+00;9,47369386e-03;5,20708736e+02;
;1,77807711e+00;-4,92239710e+00;9,45326391e-03;5,20708736e+02;
;1,78007711e+00;-4,91098174e+00;9,43134118e-03;5,20708736e+02;
;1,78207711e+00;-4,89879089e+00;9,40792913e-03;5,20708736e+02;
;1,78407711e+00;-4,88582645e+00;9,38303147e-03;5,20708736e+02;
;1,78607711e+00;-4,87209049e+00;9,35665211e-03;5,20708736e+02;
;1,78807711e+00;-4,85758517e+00;9,32879523e-03;5,20708736e+02;
;1,79007711e+00;-4,84231278e+00;9,29946523e-03;5,20708736e+02;
;1,79207711e+00;-4,82627574e+00;9,26866673e-03;5,20708736e+02;
;1,79407711e+00;-4,80947656e+00;9,23640460e-03;5,20708736e+02;
;1,79607711e+00;-4,79191792e+00;9,20268394e-03;5,20708736e+02;
;1,79807711e+00;-4,77360258e+00;9,16751006e-03;5,20708736e+02;
;1,80007711e+00;-4,75453343e+00;9,13088853e-03;5,20708736e+02;
;1,80207711e+00;-4,73471348e+00;9,09282513e-03;5,20708736e+02;
;1,80407711e+00;-4,71414587e+00;9,05332586e-03;5,20708736e+02;
;1,80607711e+00;-4,69283384e+00;9,01239697e-03;5,20708736e+02;
;1,80807711e+00;-4,67078075e+00;8,97004492e-03;5,20708736e+02;
;1,81007711e+00;-4,64799010e+00;8,92627639e-03;5,20708736e+02;
;1,81207711e+00;-4,62446547e+00;8,88109831e-03;5,20708736e+02;
;1,81407711e+00;-4,60021059e+00;8,83451779e-03;5,20708736e+02;
;1,81607711e+00;-4,57522928e+00;8,78654220e-03;5,20708736e+02;
;1,81807711e+00;-4,54952549e+00;8,73717911e-03;5,20708736e+02;
;1,82007711e+00;-4,52310328e+00;8,68643632e-03;5,20708736e+02;
;1,82207711e+00;-4,49596681e+00;8,63432184e-03;5,20708736e+02;
;1,82407711e+00;-4,46812038e+00;8,58084390e-03;5,20708736e+02;
;1,82607711e+00;-4,43956838e+00;8,52601095e-03;5,20708736e+02;
;1,82807711e+00;-4,41031533e+00;8,46983164e-03;5,20708736e+02;
;1,83007711e+00;-4,38036583e+00;8,41231485e-03;5,20708736e+02;
;1,83207711e+00;-4,34972462e+00;8,35346966e-03;5,20708736e+02;
;1,83407711e+00;-4,31839655e+00;8,29330535e-03;5,20708736e+02;
;1,83607711e+00;-4,28638654e+00;8,23183144e-03;5,20708736e+02;
;1,83807711e+00;-4,25369967e+00;8,16905762e-03;5,20708736e+02;
;1,84007711e+00;-4,22034108e+00;8,10499382e-03;5,20708736e+02;
;1,84207711e+00;-4,18631606e+00;8,03965014e-03;5,20708736e+02;
;1,84407711e+00;-4,15162997e+00;7,97303691e-03;5,20708736e+02;
;1,84607711e+00;-4,11628829e+00;7,90516464e-03;5,20708736e+02;
;1,84807711e+00;-4,08029660e+00;7,83604406e-03;5,20708736e+02;
;1,85007711e+00;-4,04366058e+00;7,76568608e-03;5,20708736e+02;
;1,85207711e+00;-4,00638602e+00;7,69410180e-03;5,20708736e+02;
;1,85407711e+00;-3,96847881e+00;7,62130253e-03;5,20708736e+02;
;1,85607711e+00;-3,92994493e+00;7,54729978e-03;5,20708736e+02;
;1,85807711e+00;-3,89079046e+00;7,47210521e-03;5,20708736e+02;
;1,86007711e+00;-3,85102159e+00;7,39573072e-03;5,20708736e+02;
;1,86207711e+00;-3,81064461e+00;7,31818835e-03;5,20708736e+02;
;1,86407711e+00;-3,76966587e+00;7,23949036e-03;5,20708736e+02;
;1,86607711e+00;-3,72809187e+00;7,15964917e-03;5,20708736e+02;
;1,86807711e+00;-3,68592915e+00;7,07867738e-03;5,20708736e+02;
;1,87007711e+00;-3,64318439e+00;6,99658779e-03;5,20708736e+02;
;1,87207711e+00;-3,59986432e+00;6,91339336e-03;5,20708736e+02;
;1,87407711e+00;-3,55597579e+00;6,82910722e-03;5,20708736e+02;
;1,87607711e+00;-3,51152573e+00;6,74374269e-03;5,20708736e+02;
;1,87807711e+00;-3,46652116e+00;6,65731325e-03;5,20708736e+02;
;1,88007711e+00;-3,42096919e+00;6,56983253e-03;5,20708736e+02;
;1,88207711e+00;-3,37487701e+00;6,48131436e-03;5,20708736e+02;
;1,88407711e+00;-3,32825189e+00;6,39177272e-03;5,20708736e+02;
;1,88607711e+00;-3,28110121e+00;6,30122175e-03;5,20708736e+02;
;1,88807711e+00;-3,23343240e+00;6,20967573e-03;5,20708736e+02;
;1,89007711e+00;-3,18525300e+00;6,11714914e-03;5,20708736e+02;
;1,89207711e+00;-3,13657060e+00;6,02365658e-03;5,20708736e+02;
;1,89407711e+00;-3,08739291e+00;5,92921281e-03;5,20708736e+02;
;1,89607711e+00;-3,03772768e+00;5,83383276e-03;5,20708736e+02;
;1,89807711e+00;-2,98758276e+00;5,73753147e-03;5,20708736e+02;
;1,90007711e+00;-2,93696606e+00;5,64032416e-03;5,20708736e+02;
;1,90207711e+00;-2,88588559e+00;5,54222618e-03;5,20708736e+02;
;1,90407711e+00;-2,83434939e+00;5,44325301e-03;5,20708736e+02;
;1,90607711e+00;-2,78236563e+00;5,34342029e-03;5,20708736e+02;
;1,90807711e+00;-2,72994249e+00;5,24274379e-03;5,20708736e+02;
;1,91007711e+00;-2,67708827e+00;5,14123939e-03;5,20708736e+02;
;1,91207711e+00;-2,62381130e+00;5,03892314e-03;5,20708736e+02;
;1,91407711e+00;-2,57012000e+00;4,93581118e-03;5,20708736e+02;
;1,91607711e+00;-2,51602285e+00;4,83191979e-03;5,20708736e+02;
;1,91807711e+00;-2,46152839e+00;4,72726539e-03;5,20708736e+02;
;1,92007711e+00;-2,40664522e+00;4,62186450e-03;5,20708736e+02;
;1,92207711e+00;-2,35138202e+00;4,51573377e-03;5,20708736e+02;
;1,92407711e+00;-2,29574751e+00;4,40888995e-03;5,20708736e+02;
;1,92607711e+00;-2,23975047e+00;4,30134991e-03;5,20708736e+02;
;1,92807711e+00;-2,18339976e+00;4,19313064e-03;5,20708736e+02;
;1,93007711e+00;-2,12670425e+00;4,08424923e-03;5,20708736e+02;
;1,93207711e+00;-2,06967292e+00;3,97472286e-03;5,20708736e+02;
;1,93407711e+00;-2,01231476e+00;3,86456885e-03;5,20708736e+02;
;1,93607711e+00;-1,95463883e+00;3,75380457e-03;5,20708736e+02;
;1,93807711e+00;-1,89665424e+00;3,64244752e-03;5,20708736e+02;
;1,94007711e+00;-1,83837015e+00;3,53051529e-03;5,20708736e+02;
;1,94207711e+00;-1,77979576e+00;3,41802554e-03;5,20708736e+02;
;1,94407711e+00;-1,72094032e+00;3,30499606e-03;5,20708736e+02;
;1,94607711e+00;-1,66181312e+00;3,19144467e-03;5,20708736e+02;
;1,94807711e+00;-1,60242350e+00;3,07738932e-03;5,20708736e+02;
;1,95007711e+00;-1,54278084e+00;2,96284801e-03;5,20708736e+02;
;1,95207711e+00;-1,48289456e+00;2,84783884e-03;5,20708736e+02;
;1,95407711e+00;-1,42277411e+00;2,73237996e-03;5,20708736e+02;
;1,95607711e+00;-1,36242899e+00;2,61648960e-03;5,20708736e+02;
;1,95807711e+00;-1,30186873e+00;2,50018607e-03;5,20708736e+02;
;1,96007711e+00;-1,24110288e+00;2,38348773e-03;5,20708736e+02;
;1,96207711e+00;-1,18014106e+00;2,26641301e-03;5,20708736e+02;
;1,96407711e+00;-1,11899287e+00;2,14898040e-03;5,20708736e+02;
;1,96607711e+00;-1,05766798e+00;2,03120844e-03;5,20708736e+02;
;1,96807711e+00;-9,96176074e-01;1,91311573e-03;5,20708736e+02;
;1,97007711e+00;-9,34526859e-01;1,79472092e-03;5,20708736e+02;
;1,97207711e+00;-8,72730072e-01;1,67604269e-03;5,20708736e+02;
;1,97407711e+00;-8,10795471e-01;1,55709981e-03;5,20708736e+02;
;1,97607711e+00;-7,48732836e-01;1,43791103e-03;5,20708736e+02;
;1,97807711e+00;-6,86551967e-01;1,31849519e-03;5,20708737e+02;
;1,98007711e+00;-6,24262684e-01;1,19887115e-03;5,20708738e+02;
;1,98207711e+00;-5,61874822e-01;1,07905779e-03;5,20708738e+02;
;1,98407711e+00;-4,99398234e-01;9,59074041e-04;5,20708738e+02;
;1,98607711e+00;-4,36842785e-01;8,38938840e-04;5,20708738e+02;
;1,98807711e+00;-3,74218353e-01;7,18671157e-04;5,20708741e+02;
;1,99007711e+00;-3,11534828e-01;5,98289988e-04;5,20708743e+02;
;1,99207711e+00;-2,48802108e-01;4,77814344e-04;5,20708747e+02;
;1,99407711e+00;-1,86030100e-01;3,57263248e-04;5,20708750e+02;
;1,99607711e+00;-1,23228715e-01;2,36655739e-04;5,20708752e+02;
;1,99807711e+00;-6,04078705e-02;1,16010858e-04;5,20708759e+02;
;2,00000000e+00;-2,44929360e-15;-8,10716686e-13;5,20708763e+02;
